"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#OAssunto - A fritura de Nelson Teich, que pediu demissão da Saúde após ficar isolado, desgastado, anulado...… https://t.co/tvMSsk74JS",FALSE,121,NA,2020-05-15 20:00:00,TRUE,NA,"1261385866741768192",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",3,FALSE,FALSE,NA,NA
"Governo libera mais 8,3 milhões de cadastros do auxílio de R$ 600; outros 5,7 milhões seguem na fila… https://t.co/71piHLwfjZ",FALSE,277,NA,2020-05-15 19:50:17,TRUE,NA,"1261383422162825217",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",27,FALSE,FALSE,NA,NA
"Bebê prematuro morre com Covid-19; irmão gêmeo está na UTI neonatal =&gt; https://t.co/yXM667rCOr #G1 https://t.co/l4QDqmAp9R",FALSE,934,NA,2020-05-15 19:45:00,FALSE,NA,"1261382089926217729",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",59,FALSE,FALSE,NA,NA
"Ei, você aí! Pare de rolar o feed por um minuto e arrume essa postura... A quarentena pode contribuir para o aparec… https://t.co/U7s7pIKixv",FALSE,527,NA,2020-05-15 19:30:00,TRUE,NA,"1261378315845279749",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",62,FALSE,FALSE,NA,NA
"#Levantamentonacional - Pesquisa que mede propagação do vírus enfrenta resistência na metade dos municípios onde é… https://t.co/0gsHKIrIX4",FALSE,137,NA,2020-05-15 19:15:00,TRUE,NA,"1261374540103458818",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",14,FALSE,FALSE,NA,NA
"@ValdoCruz @gcamarotti #Pronunciamento - 'A vida é feita de escolhas. E hoje eu escolhi sair', afirma Nelson Teich… https://t.co/kQBM4XZgZX",FALSE,511,"g1",2020-05-15 19:14:59,TRUE,"1261354921695182849","1261374539000434690","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",41,FALSE,FALSE,NA,NA
"RT @GloboNews: AO VIVO: acompanhe agora a entrevista coletiva do ex-ministro da Saúde Nelson Teich.

Assista com sinal aberto na #GloboNews…",FALSE,0,NA,2020-05-15 19:03:51,FALSE,NA,"1261371737251274754",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","g1",24,TRUE,FALSE,NA,NA
"Anitta estreia programa 'Dentro da Casinha' e entrevista Katy Perry  =&gt; https://t.co/OWyaSaKWeJ #G1 https://t.co/d1Lvm12wKQ",FALSE,461,NA,2020-05-15 19:00:00,FALSE,NA,"1261370766437859330",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",7,FALSE,FALSE,NA,NA
"#Deslocamento - Governo de SP quer que horário de pico nos transportes seja usado somente para profissionais de ser… https://t.co/W6nfpW6GeW",FALSE,333,NA,2020-05-15 18:45:00,TRUE,NA,"1261366990431637509",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",14,FALSE,FALSE,NA,NA
"Cachorrinho recebe carta de vizinho de 10 anos se oferecendo como babá de pet para ""depois do vírus"" ❤,FALSE,1169,NA,2020-05-15 18:30:00,TRUE,NA,"1261363217214902275",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",74,FALSE,FALSE,NA,NA
"#Buscapelacura - Laboratório cede direitos para 127 países receberem antiviral em teste contra o novo coronavírus e… https://t.co/7lRE5LiD9r",FALSE,3831,NA,2020-05-15 18:15:00,TRUE,NA,"1261359440684634113",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",552,FALSE,FALSE,NA,NA
"Bruno Covas recebe alta e deixa hospital após 'rápida melhora clínica' =&gt; https://t.co/Um3be7H9hN #G1 https://t.co/gfQDNvhcLo",FALSE,411,NA,2020-05-15 18:00:00,FALSE,NA,"1261355667299815424",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",4,FALSE,FALSE,NA,NA
"@ValdoCruz #Bastidores - Ministros se mostram perplexos com segunda mudança na Saúde em plena pandemia. Leia no blo… https://t.co/nIvyxeaPV2",FALSE,542,"g1",2020-05-15 17:57:02,TRUE,"1261354487215566849","1261354921695182849","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",30,FALSE,FALSE,NA,NA
"#Análise - Bolsonaro força saída de Teich para tentar acabar com isolamento em junho. Presidente está na defensiva… https://t.co/ZkUftkazS1",FALSE,582,"g1",2020-05-15 17:55:19,TRUE,"1261343787395121153","1261354487215566849","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",78,FALSE,FALSE,NA,NA
"#Coronavírus - Governos precisam ter mensagem coerente no combate à pandemia, diz OMS https://t.co/DKEBvsdqPD #G1 https://t.co/LsbK0JJbwA",FALSE,271,NA,2020-05-15 17:45:00,FALSE,NA,"1261351890933055488",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",21,FALSE,FALSE,NA,NA
"#Diagnósticorápido - Pesquisadores israelenses criaram um bafômetro que detecta o coronavírus em 1 minuto em teste.… https://t.co/WwdIgbRdVJ",FALSE,1022,NA,2020-05-15 17:30:00,TRUE,NA,"1261348117447925761",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",121,FALSE,FALSE,NA,NA
"""Não haverá recursos para pagar a folha do funcionalismo e também o repasse aos poderes"", diz governador de Minas G… https://t.co/tFkGyeCGJ3",FALSE,238,NA,2020-05-15 17:15:00,TRUE,NA,"1261344341739569152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",19,FALSE,FALSE,NA,NA
"#VÍDEOS - Merval Pereira: ""É loucura deixar que a vontade de um presidente se sobreponha a estudos""… https://t.co/RjR9e6ug0M",FALSE,2475,"g1",2020-05-15 17:12:48,TRUE,"1261343277942521862","1261343787395121153","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",324,FALSE,FALSE,NA,NA
"#Repercussão - Após saída de Teich, secretários estaduais de saúde dizem que instabilidade no governo é inimiga da… https://t.co/EE7ylH664E",FALSE,1565,"g1",2020-05-15 17:10:46,TRUE,"1261338144491933698","1261343277942521862","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",132,FALSE,FALSE,NA,NA
"#SãoPaulo - ""Protocolo para lockdown está pronto, mas não será aplicado neste momento"", diz governador de São Paulo… https://t.co/Q1hfTuWaeQ",FALSE,1318,NA,2020-05-15 17:01:55,TRUE,NA,"1261341051417026560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",78,FALSE,FALSE,NA,NA
"#Economia - Prejuízo da Petrobrás no 1º trimestre é o maior já registrado por uma empresa de capital aberto, diz Ec… https://t.co/afKnHG68BR",FALSE,179,NA,2020-05-15 17:00:00,TRUE,NA,"1261340567738494979",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",17,FALSE,FALSE,NA,NA
"#Cloroquina - Estudos mostram que cloroquina não tem eficácia no tratamento do coronavírus; entenda as pesquisas… https://t.co/I4mixEqP6p",FALSE,2408,"g1",2020-05-15 16:50:22,TRUE,"1261337349176295431","1261338144491933698","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",473,FALSE,FALSE,NA,NA
"#VÍDEOS - ""Para a economia ser salva, tem que olhar para o isolamento"", avalia Julia Duailibi… https://t.co/hffiPq6bXE",FALSE,633,"g1",2020-05-15 16:47:13,TRUE,"1261336779426234368","1261337349176295431","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",38,FALSE,FALSE,NA,NA
"#Apagãodedados - Subnotificação e falta de conclusão sobre níveis de imunidade são problemas para enfrentamento da… https://t.co/bVkzobvFPn",FALSE,170,NA,2020-05-15 16:45:00,TRUE,NA,"1261336791677841410",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",15,FALSE,FALSE,NA,NA
"#VÍDEOS - Cristiana Lôbo analisa futuro do Ministério da Saúde: ""Vai ser uma enorme guinada""… https://t.co/biYsY8sHYq",FALSE,352,"g1",2020-05-15 16:44:57,TRUE,"1261336521434677248","1261336779426234368","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",14,FALSE,FALSE,NA,NA
"#VÍDEOS - Merval: ""Nenhum médico sério vai aceitar entrar nisso pra fazer o que Bolsonaro quer""… https://t.co/R6CwkR2FjR",FALSE,1669,"g1",2020-05-15 16:43:55,TRUE,"1261329651928104961","1261336521434677248","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",210,FALSE,FALSE,NA,NA
"""Sabe o que eu senti? Que eu ressurgi dos mortos”, diz biomédica que ficou 40 dias internadas com Covid-19. Ela tev… https://t.co/gsJ1Hki8TD",FALSE,493,NA,2020-05-15 16:30:00,TRUE,NA,"1261333016632147969",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",25,FALSE,FALSE,NA,NA
"#Repercussão - ""É sempre preocupante, é um momento de batalha"", diz ministro Marcos Pontes sobre demissão de Nelson… https://t.co/ez4OKPLATD",FALSE,743,"g1",2020-05-15 16:16:38,TRUE,"1261327273191407618","1261329651928104961","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",39,FALSE,FALSE,NA,NA
"Ei, você aí! Pare de rolar o feed por um minuto e arrume essa postura... A quarentena pode contribuir para o aparec… https://t.co/X7iGa3cBKG",FALSE,771,NA,2020-05-15 16:15:00,TRUE,NA,"1261329242203160576",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",94,FALSE,FALSE,NA,NA
"#Repercussãointernacional - Jornais de fora destacam queda de mais um ministro em meio à pandemia =&gt;… https://t.co/0Kd603yrBO",FALSE,1288,"g1",2020-05-15 16:07:10,TRUE,"1261326085763014656","1261327273191407618","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",137,FALSE,FALSE,NA,NA
"@AndreiaSadi #Panelaço - São Paulo registra protestos após pedido de demissão de Nelson Teich. Vídeos mostram manif… https://t.co/ujQD6d3TaY",FALSE,1578,"g1",2020-05-15 16:02:27,TRUE,"1261325350920994817","1261326085763014656","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",154,FALSE,FALSE,NA,NA
"@AndreiaSadi #Panelaço - Rio registra protestos após anúncio de demissão de Nelson Teich. Vídeos mostram as manifes… https://t.co/nep4NbNwGL",FALSE,1132,"g1",2020-05-15 15:59:32,TRUE,"1261324278009643008","1261325350920994817","8802752","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","g1",75,FALSE,FALSE,NA,NA
